records,410,435,460,485,510,535,560,585,610,645,680,705,730,760,810,860,900,940,capacitity_moist,temp,moist,ec_(u/10_gram),ph,nitro_(mg/10_g),posh_nitro_(mg/10_g),pota_nitro_(mg/10_g),Soil Health,Soil_Type,ML,Test_Case
487,157,47,109,12,83,87,36,51,75,64,19,2,16,14,31,65,13,3,328,36.8,0,0,7.25,0,0,0,Poor,15,0,518
488,157,47,109,20,83,109,41,58,87,64,19,3,18,15,31,66,13,3,294,36.8,0,0,7.25,0,0,0,Poor,15,0,519
489,156,47,109,14,83,91,37,52,77,64,19,2,16,14,31,66,13,3,364,36.7,0,0,7.34,0,0,0,Poor,15,0,501
490,52,13,35,43,26,26,8,15,4,25,77,16,4,4,10,141,4,1,128,36.8,84,66,7.5,6,8,16,Poor,15,25,520
491,50,13,35,53,27,47,13,21,14,25,81,18,5,6,10,147,4,1,127,36.8,83,66,7.36,6,8,16,Poor,15,25,531
492,51,13,35,50,27,40,12,19,11,25,77,17,5,5,10,146,4,1,142,36.8,84,66,7.02,6,8,16,Poor,15,25,533
493,51,13,35,54,27,48,13,21,14,25,82,18,5,6,10,148,4,1,147,36.8,84,66,7.02,6,8,16,Poor,15,25,534
494,50,13,35,53,27,46,13,21,13,25,82,18,5,6,10,147,4,1,57,36.8,84,66,7.02,6,8,16,Poor,15,25,535
495,50,13,35,46,26,29,9,16,6,25,81,16,4,4,10,143,4,1,145,36.8,83,66,7.02,6,8,16,Poor,15,25,536
496,50,13,35,50,27,40,12,19,11,25,77,17,5,5,10,146,4,1,131,36.8,83,66,6.89,6,8,16,Poor,15,25,537
497,50,13,35,53,27,47,13,21,13,25,82,18,5,5,10,147,4,1,134,36.8,83,66,6.89,6,8,16,Poor,15,25,538
498,50,13,35,50,27,40,12,19,11,25,77,17,5,5,10,145,4,1,129,36.8,83,66,6.89,6,8,16,Poor,15,25,539
499,50,13,35,52,27,45,13,21,13,25,83,18,5,5,10,147,4,1,129,36.8,83,66,6.89,6,8,16,Poor,15,25,521
500,36,11,37,54,32,53,9,12,18,13,102,18,7,7,12,12,5,1,109,36.8,83,66,7.36,6,8,16,Poor,15,50,540
501,35,11,36,47,31,34,6,8,9,13,101,17,5,5,12,4,5,1,112,36.9,119,73,7.97,7,8,17,Poor,15,50,551
502,35,11,36,51,31,46,8,11,15,13,96,17,6,7,12,10,5,1,115,36.9,123,72,7.85,7,8,17,Poor,15,50,553
503,36,11,37,54,31,53,9,12,18,13,102,18,7,7,12,12,5,1,105,36.9,123,73,8.02,7,8,17,Poor,15,50,554
504,35,11,37,55,31,52,10,13,17,13,102,18,7,7,12,17,5,1,107,36.9,122,73,8.02,7,8,17,Poor,15,50,555
505,35,11,37,51,31,45,8,10,14,13,96,17,6,7,12,9,5,1,98,36.9,121,72,8.02,7,8,17,Poor,15,50,556
506,35,11,36,54,31,53,9,12,18,13,101,18,7,7,12,11,5,1,168,36.9,121,73,8.02,7,8,17,Poor,15,50,557
507,35,11,36,54,31,53,9,12,18,13,101,18,7,7,12,11,5,1,98,36.9,120,73,7.97,7,8,17,Poor,15,50,558
508,35,11,36,55,31,55,10,13,18,13,101,18,7,7,12,11,5,1,107,36.9,120,73,7.97,7,8,17,Poor,15,50,559
509,35,11,37,54,31,55,10,13,18,13,100,18,7,7,12,11,5,1,117,36.9,120,73,7.97,7,8,17,Poor,15,50,541
370,29,4,11,56,11,52,15,22,14,17,73,18,5,6,7,140,1,1,115,30.2,43,66,7.92,6,8,16,Moderate,150,25,390
371,29,4,12,48,10,33,10,15,5,15,73,16,3,4,7,135,0,1,112,30.3,39,66,7.44,6,8,16,Good,150,25,392
372,29,4,11,45,11,27,10,14,4,17,70,16,3,4,7,134,1,1,115,30.2,43,66,7.92,6,8,16,Moderate,150,25,393
373,29,4,11,46,11,28,10,14,4,17,69,16,3,4,7,134,1,1,91,30.2,41,66,7.81,6,8,16,Moderate,150,25,394
374,28,4,11,48,11,34,11,16,6,17,73,16,3,4,7,135,1,1,113,30.2,41,66,7.81,6,8,16,Moderate,150,25,395
375,28,4,11,45,11,28,9,14,3,16,69,16,3,4,7,133,1,1,114,30.2,40,66,7.81,6,8,16,Moderate,150,25,396
376,29,4,11,47,11,32,10,15,5,16,73,16,3,4,7,135,0,1,116,30.2,40,66,7.81,6,8,16,Moderate,150,25,397
377,26,4,10,45,10,27,9,13,3,16,69,16,3,4,7,133,0,1,104,30.3,40,66,7.44,6,8,16,Good,150,25,398
378,27,4,10,54,10,49,14,19,13,16,74,17,4,5,7,139,0,1,118,30.3,39,66,7.44,6,8,16,Good,150,25,399
379,28,4,11,45,11,27,9,13,3,15,69,16,3,4,7,133,0,1,115,30.3,39,66,7.44,6,8,16,Good,150,25,391
380,45,8,24,47,17,30,12,18,4,20,70,16,3,4,7,133,1,1,143,30.6,106,66,7.68,6,8,16,Poor,150,50,400
381,43,8,21,48,15,33,12,17,5,20,74,16,3,4,7,133,1,1,144,30.7,107,66,7.36,6,8,16,Poor,150,50,402
382,44,8,23,51,17,37,14,19,7,20,75,17,4,4,7,135,1,1,143,30.6,108,66,7.68,6,8,16,Poor,150,50,403
383,43,8,23,43,17,21,10,14,0,20,74,15,2,3,7,130,1,0,137,30.6,108,66,7.68,6,8,16,Poor,150,50,404
384,43,8,23,51,16,38,14,19,7,20,74,17,4,4,7,135,1,1,83,30.6,108,66,7.68,6,8,16,Poor,150,50,405
385,42,8,22,49,16,33,12,18,5,20,74,16,3,4,7,134,1,1,142,30.6,107,66,7.45,6,8,16,Poor,150,50,406
386,42,8,22,42,16,17,9,13,146,20,74,15,2,3,7,129,1,0,157,30.6,107,66,7.45,6,8,16,Poor,150,50,407
387,42,8,22,50,16,36,13,18,6,20,74,17,3,4,7,134,1,1,145,30.6,107,66,7.45,6,8,16,Poor,150,50,408
388,43,8,22,50,16,34,12,18,5,20,74,17,3,4,7,134,1,1,145,30.7,107,66,7.45,6,8,16,Poor,150,50,409
389,43,8,22,50,16,38,13,19,7,19,74,17,4,4,7,134,1,1,143,30.7,107,66,7.36,6,8,16,Poor,150,50,401
390,70,44,156,55,102,108,16,29,56,52,14,1,9,8,26,7,8,2,64,31.2,152,134,7.31,11,14,30,Poor,150,0,410
391,104,65,168,6,89,90,23,39,79,53,26,23,13,10,27,9,7,3,61,31.2,152,136,7.08,11,14,30,Poor,150,0,412
392,74,65,173,8,117,129,27,44,84,54,21,7,14,12,27,15,8,4,55,31.2,152,135,7.31,11,14,30,Poor,150,0,413
393,80,62,172,9,109,128,27,45,89,54,22,7,15,12,27,16,8,4,60,31.2,152,135,7.13,11,14,30,Poor,150,0,414
394,83,58,171,62,95,107,23,39,80,54,20,2,13,10,28,9,8,3,56,31.2,152,135,7.13,11,14,30,Poor,150,0,415
395,87,60,169,62,87,90,23,39,83,54,25,0,13,11,29,10,7,3,65,31.2,152,135,7.13,11,14,30,Poor,150,0,416
396,90,49,163,55,80,62,18,32,67,55,25,21,10,9,27,2,7,2,74,31.2,153,136,7.13,11,14,30,Poor,150,0,417
397,95,51,166,61,82,78,21,36,74,53,18,22,12,10,27,7,6,2,61,31.2,153,136,7.08,11,14,30,Poor,150,0,418
398,97,52,167,1,84,88,23,40,79,55,25,0,13,10,28,9,7,3,63,31.2,152,135,7.08,11,14,30,Poor,150,0,419
399,99,55,170,2,86,88,23,39,78,54,26,23,13,10,27,8,7,3,69,31.2,152,136,7.08,11,14,30,Poor,150,0,411
361,103,23,66,56,48,54,23,34,36,47,96,20,7,7,19,17,4,1,280,28,0,0,8.07,0,0,0,Poor,112.8734177,25,1580
360,105,24,68,59,49,62,25,37,41,48,103,21,8,8,19,21,4,2,318,28.1,0,0,7.92,0,0,0,Poor,112.8734177,25,1580
362,103,23,67,55,47,52,23,34,36,47,96,20,7,7,19,17,4,1,289,28,0,0,8.02,0,0,0,Poor,112.8734177,25,1580
363,106,24,69,60,49,60,26,38,41,49,102,22,8,8,19,28,4,2,290,28,0,0,8.02,0,0,0,Poor,112.8734177,25,1580
364,106,24,69,58,49,59,25,37,40,49,103,21,8,7,19,21,4,2,298,28,0,0,8.02,0,0,0,Poor,112.8734177,25,1580
365,107,24,69,59,49,62,26,38,42,49,102,21,8,8,19,22,4,2,294,28,0,0,8.02,0,0,0,Poor,112.8734177,25,1580
366,105,24,69,61,49,62,26,39,42,48,102,22,8,8,19,30,4,2,301,28.1,0,0,7.97,0,0,0,Poor,112.8734177,25,1580
367,106,24,69,56,49,54,23,35,37,48,98,21,7,7,19,19,4,1,294,28.1,0,0,7.97,0,0,0,Poor,112.8734177,25,1580
368,106,24,69,48,49,36,19,29,28,48,98,19,6,5,19,12,4,1,287,28.1,0,0,7.97,0,0,0,Poor,112.8734177,25,1580
369,105,24,69,58,49,59,25,37,40,48,102,21,8,7,19,22,4,2,301,28.1,0,0,7.97,0,0,0,Poor,112.8734177,25,1580
400,209,71,154,33,109,125,62,83,124,88,55,11,23,18,45,107,22,4,330,37.9,0,0,7.98,0,0,0,Poor,151,0,420
401,209,72,154,25,109,113,56,80,122,89,54,10,21,16,45,100,23,3,328,37.9,0,0,7.2,0,0,0,Poor,151,0,422
402,210,71,154,20,109,103,53,77,120,88,52,8,20,14,45,97,22,3,330,37.9,0,0,7.56,0,0,0,Poor,151,0,423
403,209,71,154,27,109,115,57,81,123,88,54,10,21,15,44,100,22,3,334,37.9,0,0,7.56,0,0,0,Poor,151,0,424
404,209,71,155,25,109,114,56,80,122,89,55,10,21,15,45,100,23,3,325,37.9,0,0,7.56,0,0,0,Poor,151,0,425
405,209,72,154,15,109,92,51,72,115,88,53,7,18,13,45,94,22,3,330,37.9,0,0,7.56,0,0,0,Poor,151,0,426
406,209,71,154,26,109,116,57,81,123,88,54,10,21,15,45,100,22,3,288,37.9,0,0,7.25,0,0,0,Poor,151,0,427
407,209,71,154,34,109,126,62,84,124,88,53,11,23,17,44,108,22,4,329,37.9,0,0,7.25,0,0,0,Poor,151,0,428
408,209,71,154,22,109,108,55,79,121,88,52,9,20,15,44,98,22,3,358,37.9,0,0,7.25,0,0,0,Poor,151,0,429
409,209,71,154,26,108,115,57,81,123,88,53,10,21,15,44,100,22,3,326,37.9,0,0,7.25,0,0,0,Poor,151,0,421
410,85,20,36,57,42,43,18,30,42,38,105,21,9,9,21,19,10,2,219,37.9,0,0,7.2,0,0,0,Poor,151,25,430
411,84,20,37,55,42,38,17,28,39,39,100,21,9,8,21,17,10,2,221,37.9,67,98,7.11,8,10,22,Poor,151,25,432
412,84,20,37,55,42,37,17,28,38,38,100,20,8,8,20,16,10,2,222,37.9,70,91,7.54,8,10,21,Poor,151,25,433
413,85,20,36,58,42,44,19,31,43,38,106,22,9,9,21,19,10,2,223,37.9,70,92,7.54,8,10,21,Poor,151,25,434
414,84,20,36,50,42,26,14,25,32,38,107,20,8,7,21,12,10,1,206,37.9,69,93,7.54,8,10,21,Poor,151,25,435
415,84,20,37,55,42,37,17,28,38,39,100,21,9,8,21,17,10,2,227,37.9,68,94,7.54,8,10,21,Poor,151,25,436
416,84,21,38,55,42,37,17,28,39,39,100,21,9,8,21,17,10,2,221,37.9,68,95,7.2,8,10,22,Poor,151,25,437
417,84,20,37,55,42,38,17,28,39,39,100,21,9,8,21,17,10,2,223,37.9,68,96,7.2,8,10,22,Poor,151,25,438
418,84,21,37,58,42,44,19,30,43,39,107,21,9,9,21,20,10,2,227,37.9,68,96,7.2,8,10,22,Poor,151,25,439
419,84,21,37,55,42,38,17,28,39,39,100,21,9,8,21,16,10,2,223,37.9,67,97,7.2,8,10,22,Poor,151,25,431
420,190,60,131,14,92,89,35,53,102,73,46,5,19,15,41,103,20,3,342,38.5,0,0,7.51,0,0,0,Poor,153,0,440
421,189,61,131,17,92,97,37,55,106,71,50,4,19,14,40,106,20,3,340,38.5,0,0,7.41,0,0,0,Poor,153,0,442
422,190,60,131,16,92,94,36,54,105,71,50,4,19,14,40,105,19,3,373,38.5,0,0,7.51,0,0,0,Poor,153,0,443
423,191,61,131,21,92,99,39,58,107,73,51,7,21,17,42,109,20,3,329,38.5,0,0,7.51,0,0,0,Poor,153,0,444
424,190,61,131,18,92,97,38,56,107,72,50,6,21,16,42,107,21,3,357,38.5,0,0,7.51,0,0,0,Poor,153,0,445
425,189,60,130,17,91,95,37,54,104,71,50,4,19,14,40,104,20,3,335,38.5,0,0,7.41,0,0,0,Poor,153,0,446
426,190,60,130,16,91,92,36,53,103,70,49,4,19,14,40,105,20,3,347,38.5,0,0,7.41,0,0,0,Poor,153,0,447
427,189,60,130,14,91,88,34,51,101,70,45,3,18,14,40,102,20,2,312,38.5,0,0,7.41,0,0,0,Poor,153,0,448
428,189,60,130,17,91,95,36,54,105,71,50,4,19,14,40,105,20,3,331,38.5,0,0,7.41,0,0,0,Poor,153,0,449
429,189,61,130,14,91,88,35,52,101,71,45,3,18,14,40,101,19,2,340,38.5,0,0,7.41,0,0,0,Poor,153,0,441
430,145,36,85,60,57,53,9,14,27,21,95,18,7,6,16,15,8,1,145,38.5,5,4,7.16,2,2,3,Poor,153,25,450
431,141,36,83,52,56,34,5,9,18,20,94,16,6,5,16,8,8,1,152,38.5,10,6,7.92,2,2,3,Poor,153,25,452
432,144,36,85,1,57,59,10,16,29,20,101,19,8,7,16,23,8,2,113,38.5,5,5,7.16,2,2,3,Poor,153,25,453
433,144,36,84,60,56,53,9,14,27,20,95,18,7,7,16,15,8,1,147,38.5,5,6,7.16,2,2,3,Poor,153,25,454
434,143,36,84,8,56,77,13,19,38,20,101,20,9,8,16,24,8,2,137,38.5,9,6,7.97,2,2,3,Poor,153,25,455
435,142,36,84,60,56,52,8,13,27,20,94,18,7,6,16,14,8,1,135,38.5,9,6,7.97,2,2,3,Poor,153,25,456
436,142,36,84,62,56,57,10,15,29,20,101,18,8,7,16,16,8,1,143,38.5,8,6,7.97,2,2,3,Poor,153,25,457
437,142,36,83,0,56,60,10,15,30,20,101,18,8,7,16,17,8,1,134,38.5,10,6,7.97,2,2,3,Poor,153,25,458
438,142,36,83,62,56,57,9,15,29,20,101,18,8,7,16,16,8,1,143,38.5,10,6,7.92,2,2,3,Poor,153,25,459
439,142,36,84,0,56,60,10,15,30,20,101,18,8,7,16,17,8,1,126,38.5,9,6,7.92,2,2,3,Poor,153,25,451
440,178,47,109,2,68,70,21,34,27,47,95,22,10,10,18,9,12,2,110,38.4,98,66,6.98,6,8,16,Poor,153,50,460
441,170,46,104,62,66,64,19,31,26,46,89,21,10,9,18,7,11,1,99,38.4,97,66,7.01,6,8,16,Poor,153,50,462
442,176,47,108,4,67,75,22,35,30,48,95,22,10,10,18,11,12,2,79,38.4,98,66,6.98,6,8,16,Poor,153,50,463
443,175,47,107,57,67,53,17,28,20,47,95,20,9,8,18,4,11,1,99,38.4,98,66,6.98,6,8,16,Poor,153,50,464
444,175,47,107,4,67,70,21,34,28,47,94,22,10,10,18,15,12,2,99,38.4,98,66,6.98,6,8,16,Poor,153,50,465
445,174,47,106,3,67,72,21,34,29,47,95,22,10,10,18,10,12,2,107,38.4,97,66,6.89,6,8,16,Poor,153,50,466
446,173,47,106,2,66,70,21,34,28,47,95,22,10,10,18,9,12,2,101,38.4,98,66,6.89,6,8,16,Poor,153,50,467
447,172,47,105,0,66,64,19,31,26,47,89,21,10,9,18,8,12,2,75,38.4,98,66,6.89,6,8,16,Poor,153,50,468
448,171,46,105,11,66,90,25,39,37,47,96,23,13,11,18,16,12,2,106,38.4,98,66,7.01,6,8,16,Poor,153,50,469
449,171,46,105,10,66,89,25,39,37,47,94,23,13,11,18,16,11,2,96,38.4,97,66,7.01,6,8,16,Poor,153,50,461
450,11,4,8,45,6,23,9,14,144,12,70,15,2,2,4,126,1,1,335,36.3,118,70,8.02,6,8,17,Poor,156,0,470
451,9,4,7,43,6,16,7,12,142,12,66,15,1,2,3,125,1,1,307,36.4,0,0,7.92,0,0,0,Poor,156,0,472
452,10,4,7,39,6,5,6,10,137,12,71,14,0,1,4,122,1,1,317,36.4,0,0,7.74,0,0,0,Poor,156,0,473
453,9,4,7,45,6,23,9,14,144,12,71,15,2,2,4,126,1,1,310,36.4,0,0,7.74,0,0,0,Poor,156,0,474
454,10,4,8,43,6,17,8,12,142,12,66,15,1,2,4,125,1,1,317,36.4,0,0,7.74,0,0,0,Poor,156,0,475
455,9,4,8,45,6,22,9,14,144,12,71,15,2,2,4,126,1,1,336,36.4,0,0,7.97,0,0,0,Poor,156,0,476
456,9,4,7,44,6,19,9,13,143,12,71,15,1,2,3,126,1,1,306,36.4,0,0,7.97,0,0,0,Poor,156,0,477
457,10,4,7,43,6,17,8,12,142,12,66,15,1,2,4,125,1,1,320,36.4,0,0,7.97,0,0,0,Poor,156,0,478
458,9,4,7,43,6,17,8,12,142,12,66,15,1,2,3,125,1,1,323,36.4,0,0,7.97,0,0,0,Poor,156,0,479
459,10,4,7,45,6,21,9,13,144,12,71,15,2,2,4,126,1,1,328,36.4,0,0,7.92,0,0,0,Poor,156,0,471
460,3,0,1,42,1,17,3,4,135,1,64,13,1,1,1,117,0,1,323,36.4,45,66,7.66,6,8,16,Moderate,156,25,480
461,1,0,1,42,1,16,3,4,135,0,64,13,1,1,0,117,0,1,328,36.4,44,66,8.07,6,8,16,Poor,156,25,482
462,2,0,1,41,1,14,3,4,134,1,64,13,1,1,1,117,0,1,325,36.4,45,66,7.66,6,8,16,Moderate,156,25,483
463,1,0,1,36,1,1,0,1,130,1,63,12,0,0,1,115,0,0,337,36.4,45,66,7.66,6,8,16,Moderate,156,25,484
464,1,0,1,43,1,14,3,4,134,1,63,13,1,1,1,117,0,1,328,36.4,45,66,7.66,6,8,16,Moderate,156,25,485
465,1,0,1,39,1,10,2,3,132,1,61,13,0,1,1,116,0,1,316,36.4,45,66,7.88,6,8,16,Moderate,156,25,486
466,1,0,1,42,1,16,3,4,135,1,64,13,1,1,1,117,0,1,319,36.4,45,66,7.88,6,8,16,Moderate,156,25,487
467,1,0,1,41,1,14,3,4,134,1,64,13,1,1,1,117,0,1,323,36.4,45,66,7.88,6,8,16,Moderate,156,25,488
468,0,0,1,35,1,1,0,0,130,1,63,12,0,0,1,115,0,0,323,36.4,45,66,7.88,6,8,16,Moderate,156,25,489
469,1,0,0,39,0,10,1,2,132,0,61,13,0,1,0,116,0,0,323,36.4,45,66,7.88,6,8,16,Moderate,156,25,481
470,153,57,157,50,55,45,8,8,144,4,72,15,2,2,4,127,1,1,213,36.5,93,66,7.11,6,8,16,Poor,156,50,490
471,140,37,115,46,35,37,8,8,143,4,71,14,2,2,4,124,1,1,212,36.5,92,66,6.88,6,8,16,Poor,156,50,492
472,168,53,151,50,47,43,8,8,145,4,71,15,2,2,4,124,1,1,215,36.5,93,66,7.11,6,8,16,Poor,156,50,493
473,163,49,142,48,44,43,8,8,145,4,71,14,2,2,4,123,1,1,214,36.5,93,66,7.11,6,8,16,Poor,156,50,494
474,157,46,137,47,42,43,8,8,145,4,70,14,2,2,4,124,1,1,216,36.5,92,66,6.96,6,8,16,Poor,156,50,495
475,143,42,129,46,39,40,8,8,144,4,71,14,2,2,4,123,1,1,209,36.5,92,66,6.96,6,8,16,Poor,156,50,496
476,145,42,132,41,39,27,5,5,139,4,71,13,1,1,5,121,1,0,217,36.5,92,66,6.96,6,8,16,Poor,156,50,497
477,147,40,126,49,38,41,8,9,145,4,71,15,2,2,4,125,1,1,215,36.5,93,66,6.96,6,8,16,Poor,156,50,498
478,136,39,121,41,37,22,4,4,137,4,70,13,1,1,4,121,1,0,212,36.5,93,66,6.88,6,8,16,Poor,156,50,499
479,132,38,118,47,36,39,8,8,144,4,71,14,2,2,4,125,1,1,211,36.5,92,66,6.88,6,8,16,Poor,156,50,491
510,108,34,89,61,67,63,22,33,55,45,0,22,12,9,24,35,10,2,337,37.5,0,0,7.75,0,0,0,Poor,168,0,560
511,107,34,89,0,67,68,24,35,58,45,6,22,13,10,24,37,10,2,332,37.5,0,0,7.72,0,0,0,Poor,168,0,562
512,107,34,89,61,67,62,22,32,55,45,0,22,12,10,24,35,10,2,387,37.5,0,0,7.75,0,0,0,Poor,168,0,563
513,107,34,89,55,67,48,19,28,47,45,7,20,10,8,25,28,10,1,331,37.5,0,0,7.72,0,0,0,Poor,168,0,564
514,107,34,89,0,67,65,23,34,57,45,7,22,13,10,25,37,10,2,332,37.5,0,0,7.72,0,0,0,Poor,168,0,565
515,107,34,89,1,67,69,24,35,59,45,6,22,13,10,24,38,10,2,369,37.5,0,0,7.72,0,0,0,Poor,168,0,566
516,107,34,89,2,67,70,24,35,60,45,7,23,13,11,25,38,10,2,331,37.5,0,0,7.72,0,0,0,Poor,168,0,567
517,107,34,89,61,67,62,22,32,55,45,0,22,12,9,24,34,10,2,336,37.5,0,0,7.72,0,0,0,Poor,168,0,568
518,106,34,88,2,67,68,24,35,58,45,6,23,13,10,24,38,10,2,363,37.5,0,0,7.72,0,0,0,Poor,168,0,569
519,107,34,88,2,67,70,24,35,60,45,6,23,13,10,25,38,11,2,335,37.5,0,0,7.72,0,0,0,Poor,168,0,561
520,52,14,30,51,20,30,11,16,11,16,79,17,4,3,8,142,4,1,142,37.6,30,48,7.17,5,6,13,Moderate,168,25,570
521,51,14,29,51,20,31,11,17,11,16,78,18,4,4,8,142,4,1,146,37.6,29,51,7.88,5,7,13,Moderate,168,25,572
522,52,14,30,48,20,23,9,14,8,16,74,17,3,3,8,140,4,1,124,37.6,30,48,7.17,5,6,13,Moderate,168,25,573
523,51,14,29,48,20,23,10,14,8,16,74,17,3,3,8,140,4,1,154,37.6,30,48,7.17,5,6,13,Moderate,168,25,574
524,51,14,30,51,20,30,11,16,11,16,80,18,4,3,8,142,4,1,144,37.6,30,48,7.87,5,6,13,Moderate,168,25,575
525,51,14,30,48,20,23,9,14,8,16,74,17,3,3,8,140,4,1,126,37.6,30,49,7.87,5,6,13,Moderate,168,25,576
526,50,14,29,48,20,23,10,15,8,16,74,17,3,3,8,140,4,1,143,37.6,29,50,7.87,5,6,13,Moderate,168,25,577
527,51,14,29,51,20,30,11,17,11,16,79,18,4,3,8,142,4,1,146,37.6,29,50,7.87,5,6,13,Moderate,168,25,578
528,51,14,29,48,20,23,10,15,8,16,74,17,4,3,8,140,4,1,138,37.6,29,50,7.88,5,6,13,Moderate,168,25,579
529,50,14,29,51,20,30,11,17,11,16,79,18,4,3,8,142,4,1,140,37.6,29,50,7.88,5,7,13,Moderate,168,25,571
530,61,16,36,50,20,33,8,13,3,14,76,16,4,4,6,135,3,1,53,37.6,114,66,7.79,6,8,16,Poor,168,50,580
531,54,15,33,47,19,25,6,11,147,13,71,15,3,3,6,132,3,1,65,37.6,110,68,7.58,6,8,17,Poor,168,50,582
532,60,16,36,47,20,24,6,11,147,14,71,15,3,3,6,132,3,1,69,37.6,112,66,7.09,6,8,16,Poor,168,50,583
533,59,16,35,47,20,25,6,11,0,14,71,15,3,3,6,132,3,1,57,37.6,110,66,7.09,6,8,16,Poor,168,50,584
534,58,15,35,50,19,29,7,12,1,14,77,16,4,4,6,134,3,1,68,37.6,110,66,7.09,6,8,16,Poor,168,50,585
535,57,15,34,46,19,24,6,11,147,14,71,15,3,3,6,132,3,1,68,37.6,109,66,7.09,6,8,16,Poor,168,50,586
536,57,15,34,50,19,32,8,13,2,14,76,16,4,4,6,134,3,1,75,37.6,109,66,6.9,6,8,16,Poor,168,50,587
537,56,15,34,50,19,32,8,13,3,13,76,16,4,4,6,135,3,1,38,37.6,109,67,6.9,6,8,16,Poor,168,50,588
538,55,15,34,47,19,25,6,11,147,14,71,15,3,3,6,133,3,1,126,37.6,109,68,6.9,6,8,16,Poor,168,50,589
539,54,15,33,50,19,31,7,13,2,14,76,16,4,4,6,134,3,1,32,37.6,110,68,7.58,6,8,16,Poor,168,50,581
540,40,10,25,48,19,27,14,21,8,26,79,17,3,4,9,141,3,1,332,35.2,0,0,7.56,0,0,0,Poor,171,0,590
541,39,10,24,48,19,27,15,22,8,26,79,17,3,4,8,140,3,1,335,35.3,0,0,7.62,0,0,0,Poor,171,0,592
542,40,10,25,47,19,24,14,20,7,26,75,17,3,3,9,139,3,1,333,35.2,0,0,7.56,0,0,0,Poor,171,0,593
543,40,10,24,45,19,20,13,19,5,26,75,17,3,3,9,138,3,1,382,35.2,0,0,7.56,0,0,0,Poor,171,0,594
544,39,10,24,57,19,47,19,27,17,26,79,19,5,5,9,146,3,2,335,35.3,0,0,7.56,0,0,0,Poor,171,0,595
545,39,10,24,49,19,28,15,22,8,26,80,18,4,4,9,140,3,1,335,35.3,0,0,7.6,0,0,0,Poor,171,0,596
546,39,10,25,47,19,24,14,20,7,26,75,17,3,3,9,139,3,1,333,35.3,0,0,7.6,0,0,0,Poor,171,0,597
547,39,10,24,39,19,8,10,15,0,26,75,16,2,2,9,134,3,1,338,35.3,0,0,7.6,0,0,0,Poor,171,0,598
548,38,10,25,50,19,30,15,22,9,26,80,18,4,4,9,141,3,1,288,35.3,0,0,7.6,0,0,0,Poor,171,0,599
549,39,10,24,50,19,31,15,22,10,26,79,18,4,4,9,141,3,1,334,35.3,0,0,7.62,0,0,0,Poor,171,0,591
550,15,3,6,44,3,19,6,9,138,5,66,14,1,2,2,123,0,1,226,35.4,13,42,7.46,5,6,12,Moderate,171,25,600
551,12,3,5,42,3,14,5,7,136,5,63,14,1,1,2,121,0,1,207,35.4,16,44,8.02,5,6,12,Poor,171,25,602
552,13,3,6,44,3,19,6,9,138,5,66,14,1,2,2,122,0,1,209,35.4,15,42,7.88,5,6,12,Moderate,171,25,603
553,13,3,6,35,3,0,1,3,131,5,63,13,0,0,2,118,0,0,204,35.4,15,43,7.88,5,6,12,Moderate,171,25,604
554,12,3,6,44,3,19,6,9,138,5,66,14,1,2,2,123,0,1,208,35.4,15,43,7.88,5,6,12,Moderate,171,25,605
555,12,3,5,41,3,13,4,7,136,5,63,14,1,1,2,121,0,1,202,35.4,15,42,7.88,5,6,12,Moderate,171,25,606
556,12,3,5,52,3,36,9,13,144,5,66,16,2,3,2,126,0,1,209,35.4,16,43,8.07,5,6,12,Poor,171,25,607
557,12,3,6,44,3,20,6,9,138,6,66,14,1,2,2,123,0,1,208,35.4,16,43,8.07,5,6,12,Poor,171,25,608
558,12,3,6,45,3,17,5,9,137,5,66,14,1,2,2,122,0,1,208,35.4,16,43,8.07,5,6,12,Poor,171,25,609
559,13,3,6,37,3,4,3,5,133,5,66,13,0,1,2,119,0,0,212,35.4,16,43,8.07,5,6,12,Poor,171,25,601
560,9,1,5,43,3,19,6,7,139,2,67,14,1,2,3,124,0,1,102,35.5,115,66,7.87,6,8,16,Poor,171,50,610
561,8,1,4,43,3,19,5,7,139,2,67,14,1,2,3,124,0,1,111,35.5,102,66,7.88,6,8,16,Poor,171,50,612
562,8,1,5,43,3,17,6,7,138,2,67,14,1,2,3,124,0,1,100,35.5,115,66,7.87,6,8,16,Poor,171,50,613
563,8,1,5,41,3,13,4,6,137,2,63,14,1,1,3,123,0,1,101,35.5,115,66,7.87,6,8,16,Poor,171,50,614
564,7,1,5,44,3,20,6,7,139,2,67,14,1,2,3,124,0,1,19,35.5,111,66,7.87,6,8,16,Poor,171,50,615
565,7,2,5,41,3,13,4,5,137,2,63,14,1,1,3,123,0,1,48,35.5,111,66,7.87,6,8,16,Poor,171,50,616
566,8,2,4,37,3,4,2,3,134,2,67,13,0,1,3,121,0,0,99,35.5,108,66,7.87,6,8,16,Poor,171,50,617
567,8,2,4,41,3,13,4,5,137,2,63,14,1,1,3,123,0,1,103,35.5,104,66,7.87,6,8,16,Poor,171,50,618
568,8,1,5,44,3,19,5,7,139,2,66,14,1,2,3,124,0,1,106,35.5,104,66,7.88,6,8,16,Poor,171,50,619
569,8,2,5,41,3,13,4,5,137,2,63,14,1,1,3,123,0,1,108,35.5,104,66,7.88,6,8,16,Poor,171,50,611
