records,410,435,460,485,510,535,560,585,610,645,680,705,730,760,810,860,900,940,capacitity_moist,temp,moist,ec_(u/10_gram),ph,nitro_(mg/10_g),posh_nitro_(mg/10_g),pota_nitro_(mg/10_g),Soil Health,Soil_Type,ML,Test_Case
1146,132,42,103,10,69,105,34,49,72,54,22,23,19,18,30,60,9,2,251,37.9,0,0,7.76,0,0,0,Poor,45,0,1197
1147,132,42,102,62,70,79,27,41,57,54,16,21,17,16,30,48,9,2,242,37.9,0,0,7.76,0,0,0,Poor,45,0,1198
1148,132,42,103,62,70,78,27,41,57,54,16,21,17,16,30,48,9,2,253,37.9,0,0,8.07,0,0,0,Poor,45,0,1199
1149,132,42,103,62,70,78,27,41,57,54,16,21,17,16,30,48,9,2,228,37.9,0,0,8.07,0,0,0,Poor,45,0,1191
1150,93,25,60,55,47,36,10,20,11,36,86,17,6,5,9,144,8,1,60,37.8,199,2,7.37,2,2,2,Poor,45,25,1200
1151,93,25,60,59,46,45,12,22,15,34,80,18,6,5,9,146,8,2,97,37.8,1,62,7.23,6,8,16,Poor,45,25,1202
1152,94,25,60,59,47,45,12,22,14,35,80,18,6,5,9,146,8,1,66,37.8,199,1,7.37,1,1,1,Poor,45,25,1203
1153,94,25,61,61,47,48,13,24,16,35,86,18,7,6,9,147,8,2,67,37.8,1,59,7.37,6,7,15,Poor,45,25,1204
1154,94,25,61,59,46,45,12,22,14,34,80,18,6,5,9,146,8,2,67,37.8,3,60,7.37,6,7,15,Poor,45,25,1205
1155,94,25,60,62,46,49,13,23,16,34,86,18,6,6,9,148,8,2,22,37.8,3,61,7.28,6,7,15,Poor,45,25,1206
1156,94,25,60,59,47,44,12,22,14,34,80,18,6,5,9,146,8,1,58,37.8,3,61,7.28,6,7,15,Poor,45,25,1207
1157,94,25,60,59,47,45,12,22,14,34,80,18,6,5,9,146,8,2,56,37.8,3,61,7.28,6,8,15,Poor,45,25,1208
1158,94,25,60,0,46,53,14,25,18,34,86,18,7,6,9,149,8,2,53,37.8,2,61,7.28,6,8,15,Poor,45,25,1209
1159,93,25,60,59,47,44,12,22,14,34,80,18,6,5,9,146,8,2,53,37.8,1,62,7.23,6,8,15,Poor,45,25,1201
1160,74,22,52,42,29,22,11,14,2,15,85,16,3,3,9,139,3,0,109,37.8,124,137,7.81,12,15,31,Poor,45,50,1210
1161,68,21,50,51,28,38,15,19,9,15,85,17,4,4,9,144,3,1,106,37.9,121,145,7.73,12,15,33,Poor,45,50,1212
1162,72,22,52,48,28,35,14,18,8,15,79,17,4,4,9,142,3,1,94,37.9,124,144,7.81,12,15,33,Poor,45,50,1213
1163,72,22,52,50,28,41,15,19,10,15,85,17,4,4,9,144,3,1,107,37.9,123,144,7.81,12,15,33,Poor,45,50,1214
1164,71,22,52,48,28,35,14,17,8,15,79,17,4,4,9,142,3,1,148,37.8,120,143,7.71,12,15,32,Poor,45,50,1215
1165,72,22,52,50,28,41,15,19,11,15,84,17,4,4,9,144,3,1,85,37.9,120,144,7.71,12,15,33,Poor,45,50,1216
1166,71,22,51,48,28,35,14,18,8,15,79,17,4,4,9,142,3,1,149,37.8,121,144,7.71,12,15,33,Poor,45,50,1217
1167,70,21,50,48,28,35,14,18,8,15,79,17,4,4,9,142,3,1,142,37.9,121,145,7.71,12,15,33,Poor,45,50,1218
1168,71,21,50,50,28,41,15,19,10,15,85,17,4,4,9,144,3,1,91,37.8,120,145,7.73,12,15,33,Poor,45,50,1219
1169,69,21,50,48,28,35,14,17,8,15,79,17,4,4,9,142,3,1,101,37.8,121,146,7.73,12,15,33,Poor,45,50,1211
1170,85,24,58,56,44,46,24,34,35,46,102,21,7,6,17,15,7,1,335,36.3,0,0,7.68,0,0,0,Poor,49,0,1220
1171,83,24,58,58,44,49,24,35,37,45,102,21,7,6,17,15,7,2,337,36.3,0,0,7.31,0,0,0,Poor,49,0,1222
1172,85,24,58,50,44,32,20,30,28,46,102,19,6,5,17,8,7,1,370,36.3,0,0,7.24,0,0,0,Poor,49,0,1223
1173,84,24,58,47,44,24,18,27,24,46,96,19,5,4,17,6,7,1,336,36.3,0,0,7.24,0,0,0,Poor,49,0,1224
1174,84,24,58,55,44,42,23,33,33,46,96,20,7,5,17,12,8,1,332,36.3,0,0,7.24,0,0,0,Poor,49,0,1225
1175,84,24,58,55,44,43,23,33,33,46,102,20,7,6,17,12,8,1,291,36.3,0,0,7.24,0,0,0,Poor,49,0,1226
1176,84,24,57,57,44,48,24,35,36,45,102,21,7,6,17,14,8,2,335,36.3,0,0,7.29,0,0,0,Poor,49,0,1227
1177,84,24,58,50,44,31,20,30,27,46,102,19,6,5,17,8,8,1,308,36.3,0,0,7.29,0,0,0,Poor,49,0,1228
1178,84,24,58,55,44,42,23,33,33,46,96,20,7,6,16,12,7,1,353,36.3,0,0,7.29,0,0,0,Poor,49,0,1229
1179,83,24,58,59,44,46,24,35,35,45,101,21,7,6,17,14,7,2,334,36.3,0,0,7.29,0,0,0,Poor,49,0,1221
1180,33,9,18,44,13,21,9,13,146,16,70,15,2,2,6,134,3,1,195,36.3,52,66,7.09,6,8,16,Moderate,49,25,1230
1181,31,9,18,45,12,21,9,14,147,16,70,16,2,2,6,134,3,1,192,36.3,48,66,8.07,6,8,16,Poor,49,25,1232
1182,33,9,18,47,13,27,10,15,1,16,75,16,3,3,6,136,3,1,214,36.3,51,66,7.09,6,8,16,Moderate,49,25,1233
1183,33,9,18,38,13,8,6,10,141,16,70,14,1,1,6,130,3,0,199,36.3,51,66,7.09,6,8,16,Moderate,49,25,1234
1184,32,9,18,48,13,26,10,16,1,16,75,16,3,3,6,140,3,1,194,36.3,50,66,7.6,6,8,16,Moderate,49,25,1235
1185,32,9,18,46,13,24,10,15,0,16,75,16,3,3,6,136,3,1,184,36.3,50,66,7.6,6,8,16,Moderate,49,25,1236
1186,31,9,18,47,13,27,11,16,1,16,75,16,3,3,6,136,3,1,199,36.3,50,66,7.6,6,8,16,Moderate,49,25,1237
1187,32,9,18,45,13,22,9,14,147,16,70,16,2,3,6,134,3,1,196,36.3,49,66,7.6,6,8,16,Moderate,49,25,1238
1188,33,9,18,48,13,28,11,16,2,16,75,16,3,3,6,136,3,1,194,36.3,49,66,8.07,6,8,16,Poor,49,25,1239
1189,32,9,17,49,12,28,11,16,2,16,75,17,3,3,6,140,3,1,167,36.3,49,66,8.07,6,8,16,Poor,49,25,1231
1190,78,16,27,59,22,45,14,20,11,13,72,18,4,4,6,137,3,1,65,36.3,141,69,7.44,6,8,17,Poor,49,50,1240
1191,65,14,24,51,20,28,11,15,4,13,72,17,3,3,6,132,3,1,75,36.3,118,70,8.02,6,8,17,Poor,49,50,1242
1192,74,15,26,53,22,30,11,16,5,13,72,17,3,3,6,137,3,1,83,36.4,118,68,7.01,6,8,16,Poor,49,50,1243
1193,73,15,26,48,21,23,9,13,2,13,67,16,2,2,6,131,3,1,75,36.3,118,68,7.01,6,8,16,Poor,49,50,1244
1194,71,15,25,44,21,13,7,11,145,13,72,15,2,1,6,129,3,1,84,36.4,119,68,7.01,6,8,17,Poor,49,50,1245
1195,69,15,25,59,21,45,14,20,11,13,72,18,4,4,6,137,3,1,70,36.3,119,69,7.01,6,8,17,Poor,49,50,1246
1196,68,15,24,51,20,28,11,15,4,13,72,17,3,3,6,133,3,1,71,36.4,119,69,7.06,6,8,17,Poor,49,50,1247
1197,67,14,24,48,20,21,9,13,1,13,67,16,2,2,5,131,3,1,77,36.4,118,69,7.06,6,8,17,Poor,49,50,1248
1198,66,14,24,50,20,26,10,15,3,13,72,17,3,2,6,132,3,1,61,36.4,118,69,7.06,6,8,17,Poor,49,50,1249
1199,65,14,24,58,20,43,14,19,10,13,73,18,4,4,5,136,3,1,97,36.4,118,70,7.06,6,8,17,Poor,49,50,1241
1230,62,20,51,52,37,34,23,40,19,65,85,20,4,4,12,151,8,1,335,38.3,0,0,7.85,0,0,0,Poor,52,0,1280
1231,61,20,51,56,36,44,25,43,23,64,90,21,5,5,12,154,8,2,335,38.3,0,0,7.83,0,0,0,Poor,52,0,1282
1232,62,20,51,55,36,43,25,43,23,65,89,21,5,5,12,153,8,2,336,38.3,0,0,7.85,0,0,0,Poor,52,0,1283
1233,62,20,50,53,36,38,24,41,21,65,85,20,5,4,12,152,8,1,347,38.3,0,0,7.85,0,0,0,Poor,52,0,1284
1234,61,20,50,57,36,43,25,43,23,64,90,21,5,5,12,1,8,2,336,38.3,0,0,7.9,0,0,0,Poor,52,0,1285
1235,61,20,50,53,36,38,24,41,21,64,85,20,5,4,12,152,8,2,336,38.3,0,0,7.9,0,0,0,Poor,52,0,1286
1236,61,20,51,55,36,42,25,43,22,64,91,21,5,5,12,154,8,2,332,38.3,0,0,7.9,0,0,0,Poor,52,0,1287
1237,61,20,51,54,36,38,24,41,21,64,85,20,5,4,12,152,8,1,340,38.3,0,0,7.9,0,0,0,Poor,52,0,1288
1238,61,20,50,53,36,38,24,41,21,64,85,20,5,4,12,152,8,1,325,38.3,0,0,7.83,0,0,0,Poor,52,0,1289
1239,61,20,51,53,36,38,23,41,20,64,84,20,5,4,12,152,8,1,335,38.3,0,0,7.83,0,0,0,Poor,52,0,1281
1240,32,7,9,46,10,16,9,15,138,19,65,15,1,2,3,123,3,1,227,38.3,86,66,7.08,6,8,16,Poor,52,25,1290
1241,33,8,9,51,11,21,10,18,140,19,70,15,2,2,3,127,3,1,219,38.4,66,66,7.16,6,8,16,Poor,52,25,1292
1242,32,7,9,47,11,17,9,16,139,19,65,15,1,2,3,123,3,1,225,38.4,74,66,7.08,6,8,16,Poor,52,25,1293
1243,32,7,9,51,11,23,10,18,141,19,70,16,2,2,3,128,3,1,226,38.4,74,66,7.08,6,8,16,Poor,52,25,1294
1244,32,7,9,41,11,5,6,12,135,19,70,14,0,1,3,121,3,1,225,38.4,69,66,6.89,6,8,16,Poor,52,25,1295
1245,33,8,9,47,11,16,9,15,138,19,65,15,1,2,3,123,3,1,228,38.4,64,66,6.89,6,8,16,Poor,52,25,1296
1246,33,8,9,47,11,17,9,15,139,19,65,15,1,2,3,123,3,1,235,38.4,64,66,6.89,6,8,16,Poor,52,25,1297
1247,33,8,9,49,11,21,10,18,140,19,70,15,1,2,3,124,3,1,224,38.4,63,66,7.16,6,8,16,Poor,52,25,1298
1248,33,8,9,47,11,17,9,16,139,19,65,15,1,2,3,123,3,1,227,38.4,66,66,7.16,6,8,16,Poor,52,25,1299
1249,33,8,9,47,11,17,9,16,139,19,65,15,1,2,3,123,3,1,229,38.4,66,66,7.16,6,8,16,Poor,52,25,1291
1250,24,7,10,44,4,18,8,12,144,8,68,16,1,2,4,122,2,1,119,38.4,172,108,7.68,9,11,24,Poor,52,50,1300
1251,17,6,8,45,4,20,9,12,145,8,67,16,2,2,4,122,2,1,113,38.4,171,114,6.96,9,12,25,Poor,52,50,1302
1252,22,7,10,45,4,20,8,12,145,8,69,16,1,2,4,123,2,1,116,38.4,174,110,7.68,9,11,24,Poor,52,50,1303
1253,21,7,10,43,4,15,7,11,143,8,64,15,1,2,3,121,2,1,119,38.4,174,110,7.12,9,12,24,Poor,52,50,1304
1254,20,7,10,42,4,14,7,11,143,8,64,15,1,2,4,121,2,1,117,38.4,174,111,7.12,9,12,24,Poor,52,50,1305
1255,19,7,9,45,4,22,9,13,145,8,68,16,2,2,4,123,2,1,108,38.4,173,111,7.12,9,12,24,Poor,52,50,1306
1256,18,6,9,45,4,20,9,12,145,8,68,16,1,2,3,123,2,1,123,38.4,173,112,7.12,9,12,25,Poor,52,50,1307
1257,18,6,9,43,4,15,7,11,143,8,64,15,1,2,3,121,2,1,110,38.4,173,112,6.96,9,12,25,Poor,52,50,1308
1258,17,6,9,39,4,3,5,8,138,8,68,15,0,1,3,119,2,0,104,38.4,173,112,6.96,9,12,25,Poor,52,50,1309
1259,17,6,9,52,4,37,12,17,4,8,68,17,3,3,3,126,2,1,117,38.4,172,113,6.96,9,12,25,Poor,52,50,1301
1320,68,17,46,49,29,42,8,15,41,23,104,17,6,7,20,21,3,1,151,35.2,134,116,7.28,10,12,26,Poor,6,0,1370
1321,60,16,41,49,27,40,8,15,35,22,99,17,6,7,18,19,3,1,74,35.2,135,123,6.9,10,13,27,Poor,6,0,1381
1322,66,17,45,45,29,30,6,13,33,23,109,16,5,6,20,17,3,1,93,35.2,134,118,7.28,10,12,27,Poor,6,0,1383
1323,65,16,44,53,28,48,9,18,42,23,109,17,7,7,20,23,3,1,78,35.2,133,118,7.28,10,12,27,Poor,6,0,1384
1324,64,16,44,49,28,40,8,16,37,23,102,17,6,7,19,20,3,1,80,35.2,133,118,7.28,10,12,27,Poor,6,0,1385
1325,63,16,43,52,28,47,9,17,40,23,107,17,7,7,19,24,3,1,76,35.2,134,120,6.98,10,13,27,Poor,6,0,1386
1326,62,16,43,49,28,40,8,16,37,23,101,17,6,7,19,20,3,1,73,35.2,134,121,6.98,10,13,27,Poor,6,0,1387
1327,62,16,43,48,27,37,7,15,34,23,100,16,6,6,19,18,3,1,68,35.2,134,122,6.98,10,13,27,Poor,6,0,1388
1328,61,16,42,52,27,47,9,17,40,22,106,17,7,7,19,22,3,1,78,35.2,134,122,6.9,10,13,27,Poor,6,0,1389
1329,61,16,41,60,27,65,13,22,49,22,105,19,8,9,19,29,3,2,73,35.2,135,123,6.9,10,13,27,Poor,6,0,1371
1330,45,11,29,48,21,37,11,17,10,21,81,17,4,5,10,147,3,1,217,34.9,23,53,7.01,6,7,14,Good,6,25,1390
1331,41,11,28,51,20,43,12,18,13,21,86,17,5,5,10,149,3,1,205,35,24,59,7.97,6,7,15,Moderate,6,25,1401
1332,43,11,29,57,20,59,15,22,19,21,86,18,6,6,10,154,3,2,219,35,23,54,7.01,6,7,14,Good,6,25,1403
1333,43,11,29,50,20,42,12,18,12,21,85,17,5,5,10,149,3,1,243,35,24,55,7.01,6,7,14,Good,6,25,1404
1334,42,12,29,52,20,43,12,19,13,21,86,18,5,5,10,153,3,2,223,35,24,55,7.01,6,7,14,Good,6,25,1405
1335,43,11,29,51,20,43,12,18,12,21,86,17,5,5,10,149,3,1,225,35,23,56,7.61,6,7,14,Moderate,6,25,1406
1336,41,11,29,51,20,43,12,18,13,21,85,17,5,5,10,149,3,1,263,35,23,57,7.61,6,7,14,Moderate,6,25,1407
1337,42,11,28,58,20,60,15,23,20,21,85,19,6,6,10,154,3,2,231,35,23,57,7.61,6,7,14,Moderate,6,25,1408
1338,41,11,28,50,20,42,12,18,12,21,86,17,5,5,10,149,3,1,230,35,23,57,7.61,6,7,14,Moderate,6,25,1409
1339,41,11,28,38,20,12,5,10,147,21,80,15,2,3,10,140,3,0,218,35,24,58,7.97,6,7,14,Moderate,6,25,1391
1340,112,31,80,61,57,65,28,39,52,56,1,23,12,10,24,36,9,2,321,34.5,0,0,7.72,0,0,0,Poor,6,50,1410
1341,110,31,80,1,56,72,29,41,55,56,7,0,12,11,24,38,9,2,324,34.6,0,0,7.77,0,0,0,Poor,6,50,1421
1342,112,31,80,0,56,70,30,42,55,56,7,0,12,10,24,37,9,2,326,34.5,0,0,7.72,0,0,0,Poor,6,50,1423
1343,110,31,80,56,56,50,25,35,43,56,7,22,9,8,24,29,9,1,322,34.5,0,0,7.72,0,0,0,Poor,6,50,1424
1344,111,31,80,1,56,72,29,41,55,56,7,0,12,11,24,38,9,2,325,34.6,0,0,7.75,0,0,0,Poor,6,50,1425
1345,111,31,80,52,56,45,22,32,41,56,1,21,9,8,24,27,9,1,313,34.6,0,0,7.75,0,0,0,Poor,6,50,1426
1346,111,31,79,1,56,72,29,42,56,56,7,0,12,11,24,38,9,2,306,34.6,0,0,7.75,0,0,0,Poor,6,50,1427
1347,111,31,80,1,56,72,29,41,55,56,7,0,12,11,24,38,9,2,273,34.6,0,0,7.75,0,0,0,Poor,6,50,1428
1348,111,31,80,61,56,65,28,39,52,56,1,23,12,10,24,34,9,2,340,34.6,0,0,7.77,0,0,0,Poor,6,50,1429
1349,111,31,80,61,56,65,28,39,52,56,1,23,12,10,24,35,9,2,320,34.6,0,0,7.77,0,0,0,Poor,6,50,1411
1260,166,57,134,16,96,92,52,73,105,87,31,7,18,13,38,72,19,3,333,37.6,0,0,7.7,0,0,0,Poor,60,0,1310
1261,165,57,134,19,96,100,54,76,110,87,38,8,19,14,38,75,19,3,316,37.6,0,0,7.38,0,0,0,Poor,60,0,1312
1262,165,57,134,16,96,93,52,73,106,87,32,7,18,13,38,73,19,3,339,37.6,0,0,7.7,0,0,0,Poor,60,0,1313
1263,165,57,134,19,96,99,54,77,110,87,38,8,19,14,38,75,19,3,333,37.6,0,0,7.7,0,0,0,Poor,60,0,1314
1264,165,57,134,20,96,102,54,77,111,87,39,8,19,14,38,76,19,3,335,37.6,0,0,7.38,0,0,0,Poor,60,0,1315
1265,165,57,134,19,96,100,54,76,110,87,39,8,19,14,38,75,19,3,336,37.6,0,0,7.38,0,0,0,Poor,60,0,1316
1266,165,57,134,16,96,93,52,73,106,87,31,7,18,13,38,73,19,3,336,37.6,0,0,7.38,0,0,0,Poor,60,0,1317
1267,165,57,133,16,96,93,52,73,106,87,31,7,19,14,38,73,19,3,369,37.6,0,0,7.38,0,0,0,Poor,60,0,1318
1268,165,57,134,16,96,93,52,73,106,87,32,7,18,13,38,73,19,3,316,37.6,0,0,7.38,0,0,0,Poor,60,0,1319
1269,164,57,134,19,96,98,54,77,109,87,37,8,19,14,38,75,19,3,338,37.6,0,0,7.38,0,0,0,Poor,60,0,1311
1270,60,17,42,55,35,44,17,24,32,28,99,20,8,8,17,15,6,2,239,37.7,104,115,7.74,9,12,26,Poor,60,25,1320
1271,59,17,43,51,35,39,15,23,30,28,94,19,7,7,17,8,6,1,214,37.7,105,124,7.1,10,13,28,Poor,60,25,1322
1272,59,17,42,62,34,63,21,29,43,28,100,21,9,9,17,16,6,2,242,37.7,105,117,7.74,10,12,26,Poor,60,25,1323
1273,59,17,42,54,34,45,17,24,33,28,99,20,8,7,17,9,6,2,246,37.7,106,119,7.29,10,13,27,Poor,60,25,1324
1274,59,17,42,51,34,39,15,22,30,28,94,19,7,7,17,8,6,1,223,37.7,106,120,7.29,10,13,27,Poor,60,25,1325
1275,59,17,42,51,35,39,15,22,30,28,94,19,7,7,17,7,6,1,242,37.7,106,120,7.29,10,13,27,Poor,60,25,1326
1276,59,17,42,51,35,38,15,22,30,28,94,19,7,7,17,8,6,1,236,37.7,105,121,7.29,10,13,27,Poor,60,25,1327
1277,59,17,42,53,35,45,17,24,33,28,100,19,8,7,17,10,6,1,240,37.7,105,122,7.1,10,13,27,Poor,60,25,1328
1278,59,17,42,47,35,28,13,19,24,28,100,18,6,6,17,4,6,1,238,37.7,104,123,7.1,10,13,27,Poor,60,25,1329
1279,59,17,43,54,35,46,17,25,34,28,100,19,8,8,17,10,6,1,248,37.7,105,123,7.1,10,13,27,Poor,60,25,1321
1280,128,34,79,62,52,61,30,38,43,44,104,23,7,6,17,11,7,1,99,37.8,147,156,7.28,14,18,38,Poor,60,50,1330
1281,126,34,77,53,51,39,24,32,32,43,103,21,6,5,17,5,7,1,95,37.8,136,164,7.14,15,18,39,Poor,60,50,1332
1282,127,34,78,60,52,56,29,37,41,43,104,23,7,6,16,11,7,1,100,37.8,140,164,7.28,15,18,39,Poor,60,50,1333
1283,127,34,78,1,51,60,30,39,43,43,103,23,7,6,16,17,7,2,97,37.8,140,163,7.28,14,18,39,Poor,60,50,1334
1284,126,34,77,60,51,56,29,38,41,43,104,23,7,6,16,11,7,1,101,37.8,140,164,7.28,15,18,39,Poor,60,50,1335
1285,126,34,77,60,51,55,29,37,40,43,104,23,7,6,16,10,7,1,95,37.8,139,164,7.19,15,18,39,Poor,60,50,1336
1286,126,34,77,54,51,41,25,32,33,43,104,21,6,5,16,6,7,1,77,37.8,137,155,7.19,14,17,37,Poor,60,50,1337
1287,126,34,77,7,51,77,34,44,52,43,104,0,9,8,16,18,7,2,95,37.8,137,161,7.19,14,18,39,Poor,60,50,1338
1288,126,34,77,7,51,77,35,44,52,49,104,1,9,8,16,18,7,2,100,37.8,138,165,7.19,15,18,40,Poor,60,50,1339
1289,125,33,76,61,51,57,29,37,41,43,103,23,7,6,16,11,7,1,95,37.8,136,164,7.14,15,18,39,Poor,60,50,1331
1290,200,64,139,30,100,121,38,58,109,70,25,7,20,15,36,77,21,3,350,38.3,0,0,7.85,0,0,0,Poor,63,0,1340
1291,197,64,138,22,99,102,33,51,97,69,24,4,17,12,35,68,20,3,341,38.2,0,0,7.51,0,0,0,Poor,63,0,1342
1292,199,64,138,22,99,103,33,51,98,70,26,5,18,13,35,69,21,3,338,38.3,0,0,7.85,0,0,0,Poor,63,0,1343
1293,199,64,138,20,99,99,32,50,96,69,25,4,17,12,35,67,20,3,301,38.3,0,0,7.85,0,0,0,Poor,63,0,1344
1294,198,64,138,18,100,94,31,48,93,70,18,4,17,12,35,65,21,3,339,38.3,0,0,7.85,0,0,0,Poor,63,0,1345
1295,198,64,138,19,99,95,31,48,94,70,18,4,17,12,35,65,21,3,383,38.2,0,0,7.51,0,0,0,Poor,63,0,1346
1296,198,64,138,18,99,95,31,48,94,70,18,4,17,12,35,65,20,3,364,38.2,0,0,7.51,0,0,0,Poor,63,0,1347
1297,198,64,138,18,99,94,31,48,93,69,18,3,17,12,34,64,20,2,339,38.2,0,0,7.51,0,0,0,Poor,63,0,1348
1298,198,64,138,22,99,103,32,51,98,69,25,4,17,13,35,68,20,3,340,38.3,0,0,7.51,0,0,0,Poor,63,0,1349
1299,198,64,138,22,99,102,33,51,98,69,25,4,17,13,35,68,20,3,340,38.2,0,0,7.51,0,0,0,Poor,63,0,1341
1300,105,24,57,58,43,48,16,24,30,31,99,20,9,9,18,16,9,2,105,38.3,197,1,7.04,1,1,1,Poor,63,25,1350
1301,103,24,58,57,43,46,15,23,28,29,99,20,9,8,18,15,9,2,101,38.3,190,1,7.92,1,1,1,Poor,63,25,1352
1302,104,24,58,59,43,46,16,24,28,31,99,20,9,9,18,16,10,2,120,38.3,189,1,7.04,1,1,1,Poor,63,25,1353
1303,104,24,57,58,43,48,16,24,29,30,99,20,9,8,18,16,9,2,112,38.3,189,1,7.04,1,1,1,Poor,63,25,1354
1304,104,25,58,48,43,25,11,17,18,30,99,18,7,7,18,7,10,1,114,38.3,190,1,7.04,1,1,1,Poor,63,25,1355
1305,103,25,57,56,43,41,14,22,26,31,93,20,8,8,18,13,10,2,113,38.3,190,1,7.26,1,1,1,Poor,63,25,1356
1306,103,24,57,55,43,41,14,22,26,31,93,20,9,8,18,13,10,2,108,38.3,190,1,7.26,1,1,1,Poor,63,25,1357
1307,102,24,57,58,43,48,16,24,30,31,99,20,9,9,18,16,10,2,114,38.3,190,1,7.26,1,1,1,Poor,63,25,1358
1308,102,25,57,51,43,28,12,19,19,31,99,19,8,7,18,9,9,1,113,38.3,190,1,7.26,1,1,1,Poor,63,25,1359
1309,103,24,57,55,43,40,14,22,26,30,93,20,9,8,18,13,9,2,89,38.3,191,1,7.92,1,1,1,Poor,63,25,1351
1310,101,24,58,50,39,41,40,63,57,72,82,22,8,5,18,150,10,1,93,38.3,140,96,7.64,8,10,22,Poor,63,50,1360
1311,96,24,57,50,37,41,39,63,57,74,83,22,8,5,18,151,10,1,58,38.3,136,97,7.97,8,10,22,Poor,63,50,1362
1312,99,24,58,61,39,67,49,74,73,73,88,1,10,7,18,1,10,2,91,38.3,139,97,7,8,10,22,Poor,63,50,1363
1313,98,24,58,60,38,65,48,73,72,74,88,0,10,7,17,1,10,2,83,38.3,139,97,7,8,10,22,Poor,63,50,1364
1314,98,24,58,50,38,42,40,64,57,74,83,22,8,5,18,151,10,1,79,38.3,139,97,7,8,10,22,Poor,63,50,1365
1315,98,24,58,53,38,48,42,66,62,74,88,23,9,6,18,153,10,1,86,38.3,138,98,7,8,10,22,Poor,63,50,1366
1316,97,24,57,53,38,47,42,66,60,75,88,23,8,5,18,152,10,1,61,38.3,138,98,7,8,10,22,Poor,63,50,1367
1317,97,24,58,50,37,42,40,64,57,74,83,22,8,5,18,151,10,1,73,38.3,138,97,7.9,8,10,22,Poor,63,50,1368
1318,97,24,58,53,38,48,42,65,61,74,88,23,9,6,18,153,10,1,70,38.3,137,98,7.9,8,10,22,Poor,63,50,1369
1319,97,24,58,50,38,41,39,63,57,74,83,22,8,5,18,151,10,1,97,38.3,137,98,7.9,8,10,22,Poor,63,50,1361
1350,187,66,143,16,97,97,43,58,91,76,33,4,19,17,37,73,15,2,347,38,0,0,7.14,0,0,0,Poor,76,0,1430
1351,188,67,144,22,97,106,47,62,96,77,40,5,20,18,37,87,15,3,352,38,0,0,6.95,0,0,0,Poor,76,0,1432
1352,188,67,143,16,97,97,44,59,91,77,33,4,19,17,36,73,15,2,321,38,0,0,7.14,0,0,0,Poor,76,0,1433
1353,188,66,143,19,97,105,46,61,95,77,40,4,19,17,36,76,15,3,318,38,0,0,7.14,0,0,0,Poor,76,0,1434
1354,188,67,144,20,97,105,46,62,96,77,39,5,19,17,37,77,16,3,380,38,0,0,7.14,0,0,0,Poor,76,0,1435
1355,188,67,144,21,98,108,47,62,97,77,40,5,20,18,37,77,16,3,331,38,0,0,6.9,0,0,0,Poor,76,0,1436
1356,188,67,143,16,97,96,44,58,91,77,33,3,19,16,37,72,15,2,340,38,0,0,6.9,0,0,0,Poor,76,0,1437
1357,188,67,144,16,97,97,44,59,91,77,33,4,19,17,36,73,15,2,337,38,0,0,6.9,0,0,0,Poor,76,0,1438
1358,188,67,144,19,97,105,46,61,95,77,39,4,20,18,37,76,15,3,323,38,0,0,6.9,0,0,0,Poor,76,0,1439
1359,188,67,144,20,97,106,46,62,96,77,40,5,20,18,37,76,15,3,332,38,0,0,6.95,0,0,0,Poor,76,0,1431
1360,147,38,86,8,54,79,26,37,50,40,100,23,13,11,18,14,9,2,312,38,53,66,7.61,6,8,16,Moderate,76,25,1440
1361,145,38,86,55,53,40,16,25,30,38,100,19,8,7,18,2,9,1,346,38.1,52,66,7.13,6,8,16,Moderate,76,25,1442
1362,146,38,86,60,54,54,20,30,37,40,94,21,9,9,18,6,9,2,313,38.1,52,66,7.61,6,8,16,Moderate,76,25,1443
1363,145,38,86,55,54,43,17,26,31,40,99,20,8,7,18,3,9,1,316,38.1,53,66,7.23,6,8,16,Moderate,76,25,1444
1364,145,38,86,59,54,53,19,29,37,39,94,21,9,9,18,6,9,1,313,38.1,53,66,7.23,6,8,16,Moderate,76,25,1445
1365,146,38,86,57,54,44,17,26,32,39,100,20,8,8,18,3,9,1,320,38.1,53,66,7.23,6,8,16,Moderate,76,25,1446
1366,145,38,86,59,53,52,19,28,36,38,93,20,9,8,18,6,9,1,308,38.1,52,66,7.23,6,8,16,Moderate,76,25,1447
1367,145,38,86,62,53,58,20,30,39,38,99,21,10,9,18,7,9,2,306,38.1,52,66,7.13,6,8,16,Moderate,76,25,1448
1368,145,38,86,61,53,57,20,30,39,38,99,21,9,9,18,7,9,2,314,38.1,51,66,7.13,6,8,16,Moderate,76,25,1449
1369,144,37,86,0,53,60,21,31,40,38,100,21,10,9,18,8,9,2,302,38.1,52,66,7.13,6,8,16,Moderate,76,25,1441
1370,180,49,120,8,64,102,25,34,57,30,0,22,15,14,24,35,9,2,27,38.1,85,70,7.6,6,8,17,Poor,76,50,1450
1371,181,50,123,0,66,80,21,29,46,31,0,20,13,12,23,26,9,1,65,38.1,72,66,7.21,6,8,16,Poor,76,50,1452
1372,180,49,119,62,63,78,21,28,46,31,0,20,13,12,24,26,9,1,113,38.1,75,66,7.6,6,8,16,Poor,76,50,1453
1373,183,49,120,60,64,72,19,27,43,31,105,20,14,12,24,26,9,1,84,38.1,75,66,7.6,6,8,16,Poor,76,50,1454
